RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Promo Crudo + Tartar + Bebida;Crudo para 1 + Tartar de Salmón para 1 + Bebida 1.5lts.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Hummus Cremoso;El hummus sin censura es el más cremoso! 250gr de hummus de garbanzo (preparación que lleva garbanzos cocidos, tahini, jugo de limón, ajo) coronado co.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Paté Casero;Paté de hígados de pollo, cocinados con mantequilla, ajo, cebolla y un toque de whisky. acompañado de semillas de sésamo y pasas. te recomendamos agre.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo para 1;Carne magra y cilantro,jugo de limón,sal,pimienta,aceite oliva.3rebanadas pan,cebolla,ají verde,pepinillos,salsa sin censura.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo y Medio;Carne magra 300g,cilantro,jugo limón,sal pimienta,aceite oliva.4rebanadas pan a elec,cebolla,ají,pepinillos,salsa sin censura
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo para 2;Carne magra con cilantro, jugo limón, sal, pimienta, aceite oliva, rebanada de pan, cebolla, ají verde, pepinillos y salsa sin censura.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo para 3;Carne magra y cilantro,jugo limón,sal,pimienta,aceite oliva.9 reb pan a elec,cebolla,ají verde,pepinillo,salsa sin censura. .
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo para 4;Carne magra y cilantro, jugo limón, sal,pimienta,aceite oliva. 12 pan a elec,cebolla,ají verde,pepinillos, salsa sin censura.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Crudo Ecológico para 2;Carne magra con cilantro, jugo limón, sal, pimienta, aceite oliva, cebolla, ají verde, pepinillos, salsa sin censura y 6 panes a elección
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Tartar de Atún para 2;Tartar de Atún, mostaza, jengibre, soya, ciboulette, cebollín, alcaparras molida, pimienta, tabasco, palta, aderezo maracuyá, jugo limón y con pan ciabatta
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Tartar de Salmón para 2;Tartar de Salmón, mostaza, limón, jengibre, soya, ciboulete, cebollín, alcaparra, pimienta, tabasco, palta, ciabatta, ají, cebolla y salsa sin censura.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Tartar de Salmón para 1;Tartar de salmón, mostaza, jengibre, soya, ciboulette, cebollín, alcaparra, pimienta, tabasco, palta, ciabatta, ají, cebolla, salsa sin censura, limón.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Tartar de Atún para 1;Atún mostaza,jengibre,limón,soya,ciboulette,cebollín,alcaparras,pimienta,tabasco,palta. Aderezo maracuyá,ciabatta,jugo limón.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Carpaccio Veggie;Carpaccio vegetariano, finas láminas de zapallito italiano, queso parmesano y alcaparras. Con aderezo de aceite de oliva y jugo de limón.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;Ceviche de Salmón;Ceviche con Cubos de salmón, camarones, cebolla morada, palta, jugo de limón, aceite de oliva, pan Ciabatta y Ají CTM.
Crudo sin Censura;Av. Apoquindo 7022, Las Condes;*Nuevo* Ceviche Vegano;Frescos cubos de champiñones, cebolla morada, pimentón, cilantro, palta, jugo de limón, aceite de oliva, sal y pimienta.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Johnny;Hamburguesa 230 grs, pan a elección, láminas palta, tomate, queso mantecoso, cebolla asada, pepinillos, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Jack;Hamburguesa 230 grs, pan a elección, tocino, cebolla caramelizada, queso mantecoso, tomate, pepinillos, salsa jack daniel’s agridulce, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Ring;Hamburguesa 230 grs, pan a elección, aros cebolla apanados, queso cheddar, salsa bbq, pepinillos, lechuga, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Stk Fries;Crujientes papas fritas cubiertas con salsa stk, cebolla asada, carne, cebolla crispy, huevo frito.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hungry Fries;Papas fritas, salsa de queso azul, trozos de pollo hot (picante), ensalada coleslaw, cebollin.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;California Fries;Papas fritas , salsa stk, salsa queso cheddar, carne picada, pico de gallo.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Texas Fries;Papas fritas, salsa bbq mayo-tocino, salsa queso cheddar, trozos de hamburguesa, cebollín y tocino crispy.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Mr. Nuggets;12 nuggets de pollo apanados, acompañados de papas fritas, con salsas bbq mayo y mostaza miel.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Camarones Tempura;12 Camarones ecuatorianos tempurizados, acompañados de salsa spring (leve picante y agridulce).
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hungry Bird Hot;Muslo de pollo apanado con salsa red hot, queso cheddar, palta, coleslaw, cebollita encurtida, salsa casera,  en pan brioche.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Chicken Cubano;Pollo grillado, jamón artesanal ahumado, queso mantecoso, pepinillos, salsa dijonnaise en pan molde hawaiian.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Smoked Salmon;Salmón ahumado en frío, queso crema, palta, alcaparras, rúcula, cebolla morada, salsa dijonnaise, en pan de molde hawaiian.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hungry Bird;Muslo de pollo apanado, queso cheddar, palta, coleslaw, cebollita encurtida, salsa casera en pan brioche.  con papas fritas o bastones de verduras.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Chicken Ranchero;Muslo de pollo apanado, tocino, queso mantecoso, lechuga con salsa ranch, mayo chipotle(picante), pepinillos en pan brioche.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Tempura Shrimp;Camarones tempurizados, palta molida, lechuga picada con salsa ranch, tomate, cebollita encurtida, mayo chipotle (leve picante), limon. en pan brioche.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Jack;Hamburguesa 230 grs, pan a elección, tocino, cebolla caramelizada, queso mantecoso, tomate, pepinillos, salsa jack daniel’s agridulce, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Ring;Hamburguesa 230 grs, pan a elección, aros cebolla apanados, queso cheddar, salsa bbq, pepinillos, lechuga, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Johnny;Hamburguesa 230 grs, pan a elección, láminas palta, tomate, queso mantecoso, cebolla asada, pepinillos, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Fred;Hamburguesa 230 g, pan a elección, huevo frito, queso cheddar, tocino horneado, cebolla caramelizada, pepinillos, salsa bbq mayo, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. 3 Cheese;Hamburguesas 230 grs, pan a elección, mezcla de 3 quesos, azul, mantecoso y cheddar, champiñones salteados, cebolla caramelizada y rúcula.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. T;Dos burger de 230 grs, queso cheddar y mantecoso, tocino, cebolla asada, pepinillos, lechuga, salsa casera con papas fritas o bastones de verduras.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Vegana;Doble hamburguesa smash, a base de legumbres, queso cheddar vegano, tomate, cebolla asada, lechuga hidropónica, pepinillos y salsa casera vegana.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Blue;Hamburguesa 230 grs, queso azul, champiñones salteados, cebolla caramelizada y rúcula.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Ribs;Burger, costilla de cerdo desmenuzada, queso mantecoso, cebolla caramelizada, pepinillos y salsa umami.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Mr. Panko Chesse;Burger, queso mozzarella apanado, cebolla asada, lechuga, tomate  y salsa stk.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Burger 4 X 4;4 burgers estilo smash,  4 capas de cheddar, pepinillos, cebolla, salsa casera, ketchup y mostaza. Acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Surf & Turf;Hamburguesa, camarones tempurizados. queso crema, lechuga, mayo chipotle (leve picante) y limón. acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Cheese Burger;Hamburguesa de carne premium 130 g, pan brioche, doble cheddar, onion ring, tocino crispy, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Bacon;Hamburguesa de carne premium 130 g, pan brioche, tocino, cheddar americano, cebolla grillada, pepinillo, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Italian;Hamburguesa de carne premium 130 g, pan brioche, palta, tomate, mayo, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Crunchy;Hamburguesa de muslo de pollo apanado, doble queso cheddar, tomate, lechuga, salsa casera, pan brioche, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Hamburguesa Classic;Hamburguesa de carne premium 130 g, pan brioche, cheddar americano, cebolla grillada, tomate, lechuga, salsa casera, acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Arma Tu Burger Mediana;Hamburguesa mediana de 130 g y acompañamiento a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Arma Tu Burger Clásica;Hamburguesa clásica de 230 g y acompañamiento a elección
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Junior Cheeseburger;Hamburguesa casera  para los mas pequeños de 130 g, en pan brioche tostado con mantequilla, cheddar, acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Junior Bacon;Hamburguesa casera para los mas pequeños de 130 g, en pan brioche tostado con mantequilla, cheddar, tocino, acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Junior Avocado;Hamburguesa casera para los mas pequeños de 130 g, en pan brioche tostado con mantequilla, cheddar, palta molida, acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Junior C. L. T.;Hamburguesa casera para los mas pequeños de 130 g, en pan brioche tostado con mantequilla, cheddar, lechuga, tomate, acompañada de papas fritas.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Salmón Salad;Ensalada salmón ahumado, mix hojas verdes, palta, queso crema, naranja, sésamo, dressing a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Serrano Salad;Ensalada jamón serrano, mix hojas verdes, queso brie, castañas de cajú, champiñones, frutillas, dressing a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Cesar Salad;Pechuga de pollo grillada, mix de hojas verdes, queso parmesano, crutones y  dressing cesar.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Mr. Cheesecake;Cheesecake horneado sobre fina masa de galletas con mantequilla, salsa a elección.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Torta de Chocolate;Delicioso bizcocho de chocolate, relleno de crema de chocolate y dulce de leche.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Coca-Cola Original  350ml;Bebida.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Coca-Cola sin Azúcar 350 ml;Bebida.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Coca-Cola Light 350 ml;Bebida.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Fanta Naranja 350ml;Bebida.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Sprite 350 ml;Bebida.
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Sprite Zero 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Fanta Sin Azúcar 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Pepsi Light 310 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Pepsi Original 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Pepsi Zero 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;PorVenir Sin Gas 330 ml;Agua
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;PorVenir Con Gas 330 ml;Agua
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Canada Dry Agua Tónica 350 ml;Tónica
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Bilz Original 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Pap Original 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Limón Soda 350 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Canada Dry Ginger Ale Light 310 ml;Bebida
Mr. Jack;Av. La Dehesa 1201, Lo Barnechea, Chile;Canada Dry Ginger Ale 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Menu Lasaña Individual + Bebida;Lasaña hecha con pasta artesanal de carne molida de vacuno, con una clásica salsa pomodoro natural y salsa bechamel. tamaño 550gr. bebida a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Menu Pasta a Eleccion + Bebida;Selecciona tu pasta artesanal. porción 450 gramos, ideal para tu almuerzo. lata de bebida a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Menu Pizza Individual + Bebida;Selecciona tu pizza individual, en base a nuestra rica masa artesanal con una exquisita salsa roja casera y mozzarella.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Boloñesa Familiar + Bebida;Lasaña boloñesa familiar + bebida 1.5lt a elección .
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;3 Pizzas Familiares+ Bebida+12 Palos Ajo;3 Pizzas familiares a elección con 12 palos de ajo y bebida 1,5 lt a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;2 Pizzas Familiares+6 Palos Ajo+bebida;2 Pizzas familiares a elecion + 6 palitos de ajo + bebida 1.5lt a eleccion.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;2 Pizzas Familiares + Bebida;2 Pizzas familiares a eleccion  +   bebida 1.5lt a eleccion.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;2X Pizza Pepperoni+6 Palos Ajo+2 Bebida;2 Pizzas con salsa de tomate casera, queso mozzarella argentina, doble pepperoni y 6 palitos de ajo para acompañar + 2 bebidas en lata a eleccion.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;2X Pizza Margarita+6 Palos Ajo+2 Bebida;2 Pizzas con salsa de tomate casera, queso mozzarella importado, pesto de albahaca + 6 palitos de ajo para acompañar + 2 bebidas en lata a eleccion.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Boloñesa + 6 Palos Ajo + 2 Bebida;Lasaña boloñesa + 6 palitos de ajo + 2 bebidas de 350 ml a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pasta a Elección+ Palitos de Ajo+ Bebida;Porción de pasta larga a elección + 6 palitos de ajo + bebida 350 ml a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;12 Palitos de Ajo + Bebida;12 Palitos de ajo + bebida 1.5lt a eleccion.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;6 Palitos de Ajo;6 Palitos de ajo artesanales con salsa de mantequilla, ajo y queso parmesano, acompañado de nuestra exquisita salsa roja para untar. 1 a 2 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;12 Palitos de Ajo Xl;12 Palitos de ajo artesanales con salsa de mantequilla, ajo y queso parmesano, acompañado de nuestra exquisita salsa roja para untar. 3 a 6 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Fetuccini;Pasta artesanal. 450 gr.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Fetuccini Espinaca;Porción de pasta de espinaca artesanas con salsa a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Spaghetti;Pasta artesanal 450 gr.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Spaghetti Espinaca;Porción de pasta de espinaca con salsa a elección.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Ravioles de Ricotta Espinaca;Pasta rellena de ricotta artesanal y espinaca fresca.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Ravioles de Carne;Pasta rellena de salsa de carne artesanal.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Blanca y Boloñesa Individual;Lasaña hecha con pasta artesanal de carne molida de vacuno, con una clásica salsa pomodoro natural y salsa bechamel. tamaño 550gr para 1 a 2 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Blanca y Boloñesa Familiar;Lasaña hecha con pasta artesanal de carne molida de vacuno, con una clásica salsa pomodoro natural y salsa bechamel. tamaño 2.1k para 4 a 8 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasañas Espinaca y Champiñon Individual;Lasaña hecha con finas capas de pasta artesanal.lasaña con salsa bechamel, espinaca y champiñones.tamaño 500 gramos, 1 a 2 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Espinaca y Champiñon Familiar;Lasaña hecha con finas capas de pasta artesanal. con salsa bechamel, espinaca, queso y champiñones.para 6 a 8 porciones.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Boloñesaa Individual;Lasaña con salsa de carne molida de vacuno, con una clásica salsa pomodoro natural.tamaño 500 gramos, 1 a 2 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Boloñesa Familiar;Lasaña con salsa de carne molida de vacuno, con una clásica salsa pomodoro natural, 6 a 8 personas.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pizza Pepperoni;Pizza con salsa de tomates casera, queso mozzarella argentina y doble pepperoni. familiar.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pizza Margarita;Pizza con salsa de tomate casera, queso mozzarella importado, albahaca. familiar.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pizza Hawaiana;Pizza con sala de tomate casera, queso mozzarella importado, piña calada y jamón. familiar.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pizza Pollo Barbecue;Pizza con salsa de tomate casera, queso mozzarella importado, pollo y salsa barbecue. familiar.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Pizza Vegetariana;Pizza con salsa de tomate casera, queso mozzarella importado, aceitunas negras, choclo, pimentón y champiñones. familiar.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Coca-Cola Original 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Coca-Cola Sin Azúcar 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Coca-Cola Light 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Fanta Naranja 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Fanta Naranja Sin Azúcar 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Sprite 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Sprite Zero 350 ml;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Agua Sin Gas 330 ml;Agua mineral.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Agua con Gas 330 ml;Agua mineral.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Coca-Cola Original 1.5 l;Bebida
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Coca-cola Sin Azúcar 1,5 Lt;Bebida.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Sprite Zero 1,5 Lt;Bebida.
Sin Reserva;Av. Padre Hurtado Sur 850, Las Condes, 7600300, Región Metropolitana, Chile;Lasaña Boloñesa Congelada;Selecciona tu lasaña congelada.tamaño individual o familiar.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Pita House Full;Para compartir, 12 hojas parra, 2 Shaw Classic, 2 dulce árabe personal, bebida 1.5 L a elección.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Promo Healthy para Compartir;2 Wrap Mini 15 cm con proteína, lechuga, tomate, perejil y tahine, 6 unidades de kubbe crudo, 2 bebidas de 350 ml a elección.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Colación Chicken;Chicken clasic pita, filetes de pollo a la espada, tomate, lechuga, perejil y salsa tahine, Bebida 350 ml a elección
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Combo Colación Falafel;Pita clasic rellena de falafel, tomate, lechuga, perejil, salsa tahine y hummus, bebida 350 ml a elección
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Shawarma Pita;Sándwich Pita relleno con carne de vacuno asada a la espada, tomate, lechuga, perejil y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Chicken Pita;Sándwich Pita relleno de pechuga de pollo asado a la espada, tomate, lechuga, perejil y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Falafel Pita;Sándwich Pita relleno con falafel, tomate, lechuga, perejil, hummus y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Shrimp Pita;Sándwich Pita relleno con camarones salteados, tomate, puré de palta, lechuga, alcaparra y rúcula.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Cheese Burger Pita;Sándwich de hamburguesa árabe, palta, tomate, queso fundido, pepinillo, salsa barbacoa.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Kabab Pita;Sándwich Pita relleno con carne de vacuno, tomate, tierna lechuga, perejil, hummus y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Falafel Garden Pita;Sándwich Pita relleno con falafel, zanahoria, rúcula, pasta de repollo morado, pepinillos y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Med Pita;Sándwich Pita relleno con pechuga de pollo, espinaca, queso blanco, tomate, aceituna, albahaca, aceite de oliva.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Salad Pita;Sándwich Pita relleno con palta, tomate, lechuga, perejil, palmito y choclo.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Chicken Garden;Pan pita relleno de filete de pollo a la espada, zanahoria, rucula, pasta de repollo morado, pepinillos y tahine.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Kubbe Crudo;6 unidades. Bolitas de carne magra con burgol, ciboulette y limón
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Warak Dawali;12 Warak dawali con frescas hojas de parra rellenas de arroz y carne
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Hummus;250 g de pasta de garbanzo hidratado y cocido, tahine, aceite de oliva y especias
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Ají Relleno;6 unidades. Ají verde chileno relleno de arroz y carne de vacuno
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Kousa Mahshi;Zapallo italiano relleno de arroz y carne.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Babaganoush;250 g de pasta de berenjena asada y ahumada con tahine
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Kabab;6 unidades. Deditos de carne de vacuno molida con perejil y cebolla a la plancha
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porción Kubbe Relleno Frito;6 unidades. Bolitas de carne con burgol fritos, rellenos con pino
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porcion Falafel;12 unidades. Croquetas fritas de legumbre
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porción Malfuf;10 unidades de hojas de repollo blanqueadas rellenas de arroz y carne.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porción Yalanji;10 Hojas parra con arroz, garbanzo, pimentón, cebolla en cuadros, perejil, aceite de oliva
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Porción Papas Rellenas;6 papas cocidas y doradas, rellenas de arroz y carne.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Limon;1 Limon natural partido en 2.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Hojas de Parra;Hojas de parra o yalanji por 4 unidades.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Pan;2 unidades de pan pita.
Pita House;Av Vitacura 5480, Local 80, Vitacura, Región Metropolitana;Extra Kabab;Deditos de carne vacuno molida con perejil y cebolla a la plancha 2 unidades.
